,0,1,2,3,4,5,6,7,8
126,soccer/world/world-cup-2018/uruguay-saudi-arabia-lEbnWTin,20.06.2018,Uruguay,Saudi Arabia,1:0,1.21,6.62,17.65,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
127,soccer/world/world-cup-2018/colombia-japan-KUdQ49F8,19.06.2018,Colombia,Japan,1:2,1.86,3.33,5.05,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
128,soccer/world/world-cup-2018/poland-senegal-8fgM5k02,19.06.2018,Poland,Senegal,1:2,2.46,3.04,3.32,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
129,soccer/world/world-cup-2018/russia-egypt-ANarX9xt,19.06.2018,Russia,Egypt,3:1,1.95,3.48,4.27,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
130,soccer/world/world-cup-2018/belgium-panama-bLqc5LlM,18.06.2018,Belgium,Panama,3:0,1.20,6.71,18.06,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
131,soccer/world/world-cup-2018/tunisia-england-COm14u4S,18.06.2018,Tunisia,England,1:2,8.54,4.17,1.47,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
132,soccer/world/world-cup-2018/sweden-south-korea-6iS6pKCd,18.06.2018,Sweden,South Korea,1:0,2.24,3.02,3.86,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
133,soccer/world/world-cup-2018/germany-mexico-hlO2o0cj,17.06.2018,Germany,Mexico,0:1,1.47,4.47,7.33,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
134,soccer/world/world-cup-2018/brazil-switzerland-IRgJgOkA,17.06.2018,Brazil,Switzerland,1:1,1.46,4.35,8.16,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
135,soccer/world/world-cup-2018/costa-rica-serbia-6ijFf4z4,17.06.2018,Costa Rica,Serbia,0:1,5.22,3.37,1.83,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
136,soccer/world/world-cup-2018/argentina-iceland-nmJlvqjN,16.06.2018,Argentina,Iceland,1:1,1.32,5.25,10.93,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
137,soccer/world/world-cup-2018/croatia-nigeria-0jNhw35T,16.06.2018,Croatia,Nigeria,2:0,1.67,3.73,5.91,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
138,soccer/world/world-cup-2018/france-australia-rkwPqmMo,16.06.2018,France,Australia,2:1,1.25,6.90,10.83,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
139,soccer/world/world-cup-2018/peru-denmark-dhsTr7yh,16.06.2018,Peru,Denmark,0:1,3.65,3.07,2.30,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
140,soccer/world/world-cup-2018/morocco-iran-v3iaTRy5,15.06.2018,Morocco,Iran,0:1,2.20,2.94,4.14,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
141,soccer/world/world-cup-2018/portugal-spain-xlA2SoiB,15.06.2018,Portugal,Spain,3:3,4.28,3.24,2.03,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
142,soccer/world/world-cup-2018/egypt-uruguay-AqczPCpJ,15.06.2018,Egypt,Uruguay,0:1,8.24,4.06,1.50,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
143,soccer/world/world-cup-2018/russia-saudi-arabia-dtgWPhVC,14.06.2018,Russia,Saudi Arabia,5:0,1.45,4.29,8.89,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=OneVXSrp
144,soccer/world/world-cup-2018/france-croatia-2kQPzUIB,15.07.2018,France,Croatia,4:2,2.13,3.07,4.17,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
145,soccer/world/world-cup-2018/belgium-england-ttPTZmYH,14.07.2018,Belgium,England,2:0,2.19,3.74,3.20,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
146,soccer/world/world-cup-2018/croatia-england-vw29zXR1,11.07.2018,Croatia,England,2:1,3.84,2.98,2.27,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
147,soccer/world/world-cup-2018/france-belgium-Ikzqgki4,10.07.2018,France,Belgium,1:0,2.57,3.12,3.03,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
148,soccer/world/world-cup-2018/russia-croatia-WEqpywFK,07.07.2018,Russia,Croatia,2:3,4.03,3.15,2.12,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
149,soccer/world/world-cup-2018/sweden-england-SSuflM65,07.07.2018,Sweden,England,0:2,5.06,3.35,1.84,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
150,soccer/world/world-cup-2018/brazil-belgium-ruhUJyDI,06.07.2018,Brazil,Belgium,1:2,2.11,3.41,3.68,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
151,soccer/world/world-cup-2018/uruguay-france-4v4us1ml,06.07.2018,Uruguay,France,0:2,4.62,3.09,2.01,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
152,soccer/world/world-cup-2018/colombia-england-WIa8xROI,03.07.2018,Colombia,England,1:2,4.03,3.09,2.14,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
153,soccer/world/world-cup-2018/sweden-switzerland-Cb0q8fL2,03.07.2018,Sweden,Switzerland,1:0,3.32,2.93,2.52,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
154,soccer/world/world-cup-2018/belgium-japan-xd04w79C,02.07.2018,Belgium,Japan,3:2,1.41,4.67,8.66,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
155,soccer/world/world-cup-2018/brazil-mexico-AgM0qBr2,02.07.2018,Brazil,Mexico,2:0,1.48,4.37,7.50,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
156,soccer/world/world-cup-2018/croatia-denmark-vquzagAh,01.07.2018,Croatia,Denmark,2:1,1.96,3.21,4.66,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
157,soccer/world/world-cup-2018/spain-russia-CpJqjmbf,01.07.2018,Spain,Russia,1:2,1.58,4.07,6.29,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
158,soccer/world/world-cup-2018/france-argentina-dKkVaZfn,30.06.2018,France,Argentina,4:3,2.41,3.09,3.35,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
159,soccer/world/world-cup-2018/uruguay-portugal-bsFuiTrl,30.06.2018,Uruguay,Portugal,2:1,3.02,2.96,2.71,https://www.betexplorer.com/soccer/world/world-cup-2018/results/?stage=6BpzXnbj
160,soccer/world/world-cup-2006/saudi-arabia-spain-WC9iqLxD,23.06.2006,Saudi Arabia,Spain,0:1,16.11,6.68,1.15,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
161,soccer/world/world-cup-2006/ukraine-tunisia-rmDeruhJ,23.06.2006,Ukraine,Tunisia,1:0,1.61,3.55,6.10,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
162,soccer/world/world-cup-2006/switzerland-south-korea-4hfOmqOs,23.06.2006,Switzerland,South Korea,2:0,2.01,2.87,4.30,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
163,soccer/world/world-cup-2006/togo-france-SW2dhPFQ,23.06.2006,Togo,France,0:2,15.26,7.04,1.14,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
164,soccer/world/world-cup-2006/croatia-australia-lGp2YNw1,22.06.2006,Croatia,Australia,2:2,2.23,3.20,2.95,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
165,soccer/world/world-cup-2006/japan-brazil-zDtbZ3Of,22.06.2006,Japan,Brazil,1:4,12.00,5.25,1.21,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
166,soccer/world/world-cup-2006/czech-republic-italy-nkL3r818,22.06.2006,Czech Republic,Italy,0:2,3.95,3.15,1.95,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
167,soccer/world/world-cup-2006/ghana-usa-pzv7sSGE,22.06.2006,Ghana,USA,2:1,2.20,3.25,2.75,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
168,soccer/world/world-cup-2006/iran-angola-CnReN6Pr,21.06.2006,Iran,Angola,1:1,2.40,3.10,2.60,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
169,soccer/world/world-cup-2006/portugal-mexico-dhzKvZfG,21.06.2006,Portugal,Mexico,2:1,2.20,2.62,3.50,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
170,soccer/world/world-cup-2006/ivory-coast-serbia-and-montenegro-nH9KJXIj,21.06.2006,Ivory Coast,Serbia and Montenegro,3:2,2.10,3.20,3.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
171,soccer/world/world-cup-2006/netherlands-argentina-YD5GKD3p,21.06.2006,Netherlands,Argentina,0:0,3.40,3.00,2.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
172,soccer/world/world-cup-2006/paraguay-trinidad-tobago-fZCOSyd4,20.06.2006,Paraguay,Trinidad &amp; Tobago,2:0,1.80,3.75,3.30,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
173,soccer/world/world-cup-2006/sweden-england-ra9KTHtb,20.06.2006,Sweden,England,2:2,3.10,2.62,2.37,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
174,soccer/world/world-cup-2006/costa-rica-poland-YuIkCGBN,20.06.2006,Costa Rica,Poland,1:2,4.50,3.30,1.66,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
175,soccer/world/world-cup-2006/saudi-arabia-ukraine-baBqos80,19.06.2006,Saudi Arabia,Ukraine,0:4,7.00,3.75,1.40,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
176,soccer/world/world-cup-2006/spain-tunisia-xjAmp1N6,19.06.2006,Spain,Tunisia,3:1,1.30,4.00,9.50,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
177,soccer/world/world-cup-2006/togo-switzerland-p8Dig50K,19.06.2006,Togo,Switzerland,0:2,6.50,3.60,1.44,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
178,soccer/world/world-cup-2006/france-south-korea-6HEmfooE,18.06.2006,France,South Korea,1:1,1.44,3.50,7.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
179,soccer/world/world-cup-2006/brazil-australia-tjsfzp9l,18.06.2006,Brazil,Australia,2:0,1.20,5.00,11.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
180,soccer/world/world-cup-2006/japan-croatia-bsKsyQgr,18.06.2006,Japan,Croatia,0:0,5.00,3.30,1.61,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
181,soccer/world/world-cup-2006/czech-republic-ghana-2yK8K491,17.06.2006,Czech Republic,Ghana,0:2,1.61,3.30,5.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
182,soccer/world/world-cup-2006/portugal-iran-2VzGuFuA,17.06.2006,Portugal,Iran,2:0,1.30,4.00,9.50,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
183,soccer/world/world-cup-2006/mexico-angola-OvxCteQ3,16.06.2006,Mexico,Angola,0:0,1.40,3.50,8.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
184,soccer/world/world-cup-2006/netherlands-ivory-coast-SWSmPgeT,16.06.2006,Netherlands,Ivory Coast,2:1,1.90,3.10,3.60,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
185,soccer/world/world-cup-2006/england-trinidad-tobago-AoBCVwCo,15.06.2006,England,Trinidad &amp; Tobago,2:0,1.13,5.50,15.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
186,soccer/world/world-cup-2006/sweden-paraguay-lxAGUcRi,15.06.2006,Sweden,Paraguay,1:0,1.90,3.10,3.60,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
187,soccer/world/world-cup-2006/ecuador-costa-rica-xEOtExsB,15.06.2006,Ecuador,Costa Rica,3:0,1.93,3.18,3.97,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
188,soccer/world/world-cup-2006/spain-ukraine-bFgSn3wl,14.06.2006,Spain,Ukraine,4:0,1.83,3.13,4.34,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
189,soccer/world/world-cup-2006/france-switzerland-AVYAW18D,13.06.2006,France,Switzerland,0:0,1.66,3.25,5.40,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
190,soccer/world/world-cup-2006/south-korea-togo-Wvz7Xsg7,13.06.2006,South Korea,Togo,2:1,1.97,3.09,3.63,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
191,soccer/world/world-cup-2006/brazil-croatia-ImxFu6oR,13.06.2006,Brazil,Croatia,1:0,1.40,3.50,8.00,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
192,soccer/world/world-cup-2006/australia-japan-vcwBtnWK,12.06.2006,Australia,Japan,3:1,2.50,3.15,2.80,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
193,soccer/world/world-cup-2006/italy-ghana-Y1F4Lpfe,12.06.2006,Italy,Ghana,2:0,1.52,3.40,6.75,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
194,soccer/world/world-cup-2006/usa-czech-republic-fBG0MQvk,12.06.2006,USA,Czech Republic,0:3,4.00,3.20,1.90,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
195,soccer/world/world-cup-2006/angola-portugal-rTKEsyBc,11.06.2006,Angola,Portugal,0:1,9.00,3.75,1.33,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
196,soccer/world/world-cup-2006/serbia-and-montenegro-netherlands-K6PuRFQG,11.06.2006,Serbia and Montenegro,Netherlands,0:1,4.19,3.12,1.87,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
197,soccer/world/world-cup-2006/england-paraguay-S2HgBzRT,10.06.2006,England,Paraguay,1:0,1.62,3.34,5.94,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
198,soccer/world/world-cup-2006/germany-costa-rica-MwlNGvch,09.06.2006,Germany,Costa Rica,4:2,1.26,4.98,11.54,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
199,soccer/world/world-cup-2006/poland-ecuador-0UnRFbCb,09.06.2006,Poland,Ecuador,0:2,1.90,3.25,3.75,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=z1qq3mkL
200,soccer/world/world-cup-2006/italy-france-4Y9TBwM5,09.07.2006,Italy,France,2:1,2.57,2.79,3.18,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
201,soccer/world/world-cup-2006/germany-portugal-MPnHCJ6a,08.07.2006,Germany,Portugal,3:1,1.83,3.36,4.31,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
202,soccer/world/world-cup-2006/portugal-france-hjrDDaig,05.07.2006,Portugal,France,0:1,3.84,2.87,2.14,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
203,soccer/world/world-cup-2006/germany-italy-Eaq9Euxm,04.07.2006,Germany,Italy,0:2,2.43,2.87,3.21,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
204,soccer/world/world-cup-2006/brazil-france-Wzf4FLMt,01.07.2006,Brazil,France,0:1,1.74,3.34,5.04,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
205,soccer/world/world-cup-2006/england-portugal-fF2xK1EP,01.07.2006,England,Portugal,0:1,2.11,3.02,3.70,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
206,soccer/world/world-cup-2006/germany-argentina-b3irdbMI,30.06.2006,Germany,Argentina,2:1,2.55,3.00,2.89,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
207,soccer/world/world-cup-2006/italy-ukraine-xfjneIyP,30.06.2006,Italy,Ukraine,3:0,1.58,3.40,6.86,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
208,soccer/world/world-cup-2006/brazil-ghana-hjMsbKi6,27.06.2006,Brazil,Ghana,3:0,1.26,5.23,10.63,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
209,soccer/world/world-cup-2006/spain-france-WtLocv7C,27.06.2006,Spain,France,1:3,2.33,3.00,3.19,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
210,soccer/world/world-cup-2006/italy-australia-t8fRatNg,26.06.2006,Italy,Australia,1:0,1.53,3.72,6.94,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
211,soccer/world/world-cup-2006/switzerland-ukraine-bTMwa0x0,26.06.2006,Switzerland,Ukraine,0:1,2.40,3.01,3.14,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
212,soccer/world/world-cup-2006/england-ecuador-Kh6I12hs,25.06.2006,England,Ecuador,1:0,1.50,3.78,6.99,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
213,soccer/world/world-cup-2006/portugal-netherlands-bq5M0M7m,25.06.2006,Portugal,Netherlands,1:0,3.11,3.05,2.38,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
214,soccer/world/world-cup-2006/argentina-mexico-S0Ej6rpQ,24.06.2006,Argentina,Mexico,2:1,1.36,4.20,10.01,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
215,soccer/world/world-cup-2006/germany-sweden-lAFn7OUJ,24.06.2006,Germany,Sweden,2:0,1.63,3.51,5.73,https://www.betexplorer.com/soccer/world/world-cup-2006/results/?stage=rVr9374R
216,soccer/world/world-cup-2010/chile-spain-2BA24QMq,25.06.2010,Chile,Spain,1:2,6.82,4.11,1.50,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
217,soccer/world/world-cup-2010/switzerland-honduras-QomZLhhH,25.06.2010,Switzerland,Honduras,0:0,1.54,3.95,6.50,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
218,soccer/world/world-cup-2010/north-korea-ivory-coast-niU1RdOu,25.06.2010,North Korea,Ivory Coast,0:3,9.16,4.94,1.35,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
219,soccer/world/world-cup-2010/portugal-brazil-QsT5QGwn,25.06.2010,Portugal,Brazil,0:0,3.50,2.91,2.35,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
220,soccer/world/world-cup-2010/paraguay-new-zealand-EJsW9eg5,24.06.2010,Paraguay,New Zealand,0:0,1.39,4.38,9.31,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
221,soccer/world/world-cup-2010/slovakia-italy-WAKJAyva,24.06.2010,Slovakia,Italy,3:2,6.83,3.78,1.55,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
222,soccer/world/world-cup-2010/cameroon-netherlands-8lTlgz9O,24.06.2010,Cameroon,Netherlands,1:2,5.35,3.69,1.67,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
223,soccer/world/world-cup-2010/denmark-japan-UcUpfGgI,24.06.2010,Denmark,Japan,1:3,2.24,3.21,3.36,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
224,soccer/world/world-cup-2010/australia-serbia-Kpne6t2J,23.06.2010,Australia,Serbia,2:1,4.31,3.54,1.85,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
225,soccer/world/world-cup-2010/ghana-germany-Cfc6clbJ,23.06.2010,Ghana,Germany,0:1,7.67,4.27,1.44,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
226,soccer/world/world-cup-2010/slovenia-england-ImKFpBED,23.06.2010,Slovenia,England,0:1,8.01,4.24,1.44,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
227,soccer/world/world-cup-2010/usa-algeria-lCzA8E6K,23.06.2010,USA,Algeria,1:0,1.86,3.57,4.22,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
228,soccer/world/world-cup-2010/greece-argentina-61p693oc,22.06.2010,Greece,Argentina,0:2,7.36,4.12,1.47,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
229,soccer/world/world-cup-2010/nigeria-south-korea-0vrFpK8d,22.06.2010,Nigeria,South Korea,2:2,2.92,3.31,2.43,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
230,soccer/world/world-cup-2010/france-south-africa-zVXBepHc,22.06.2010,France,South Africa,1:2,2.09,3.43,3.48,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
231,soccer/world/world-cup-2010/mexico-uruguay-dvZ7dQ1i,22.06.2010,Mexico,Uruguay,0:1,3.69,1.94,3.64,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
232,soccer/world/world-cup-2010/chile-switzerland-E3LINEN4,21.06.2010,Chile,Switzerland,1:0,2.15,3.15,3.67,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
233,soccer/world/world-cup-2010/spain-honduras-dCrVMYxB,21.06.2010,Spain,Honduras,2:0,1.11,8.54,23.89,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
234,soccer/world/world-cup-2010/portugal-north-korea-raZn6DhU,21.06.2010,Portugal,North Korea,7:0,1.37,4.45,10.00,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
235,soccer/world/world-cup-2010/brazil-ivory-coast-48zq7gwO,20.06.2010,Brazil,Ivory Coast,3:1,1.73,3.44,5.37,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
236,soccer/world/world-cup-2010/italy-new-zealand-OpLFBHOh,20.06.2010,Italy,New Zealand,1:1,1.21,5.90,16.50,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
237,soccer/world/world-cup-2010/slovakia-paraguay-pfMBCc9n,20.06.2010,Slovakia,Paraguay,0:2,3.83,3.20,2.05,https://www.betexplorer.com/soccer/world/world-cup-2010/results/?stage=QN1QYX1j
